Date,const,Mkt-RF,SMB,HML,RMW,CMA,Mom
2024-01-29,-4.9090349504529545e-05,1.1632952237662417,-0.02656612876847666,-0.4923892971243985,0.488537047985823,0.025026013824198036,0.021217694418992447
2024-01-30,-0.00013866410066067905,1.1666890252141002,-0.00651234227227266,-0.513032330078971,0.47540561872626186,0.05393523270366004,0.033508188029353556
2024-01-31,-0.0001227173454991468,1.1647927718936075,-0.005272245952624273,-0.5127270796475055,0.47458794491263556,0.056814123053053736,0.03526698204018222
2024-02-01,-0.00012088189901837308,1.16275897749529,-0.006723182808268155,-0.49966595680812786,0.47349468571577075,0.03991633507468495,0.03286854457096412
2024-02-02,-0.00011119348635644475,1.1654391211672461,0.03111411338942629,-0.5599376165580935,0.5218114446660287,0.10393397835879803,-0.003143777255761232
2024-02-05,-0.00011443799524802598,1.1635010213905415,0.012762520393348215,-0.5315451724796995,0.4831240832500113,0.11883950166406411,0.03468777328838271
2024-02-06,-0.0002503383739781914,1.1735871877594661,-0.03386855075030975,-0.5344554283108903,0.43322419203793966,0.09003392337692012,-0.007758052610019162
2024-02-07,-0.0002540371691546878,1.1655120682305082,-0.03775959904383137,-0.5288073042745945,0.4060397656903887,0.11266459514508571,-0.007535055929794449
2024-02-08,-0.00028810263083250856,1.1644271267419295,-0.04336823548046745,-0.527289413504543,0.40393981002872614,0.11583224522888363,-0.007623132340827482
2024-02-09,-0.00030382748952864224,1.16545051065477,-0.04725208545948791,-0.5279372481489395,0.4058067008238875,0.11986741725248638,-0.011594406949385558
2024-02-12,-0.00033448278049481704,1.1676519433211054,-0.05004798931918422,-0.5293352003655958,0.40511473236892215,0.11787335798531001,-0.012009686587024268
2024-02-13,-0.00036101964372517816,1.1635874575197456,-0.04735634298242575,-0.5387839271517532,0.4099462417198969,0.10970076904193102,-0.022725940961452487
2024-02-14,-0.00041269321175216723,1.1610686747263157,-0.054415404635627926,-0.5388647664202018,0.43610447826568277,0.10542164365210223,-0.031951858907147954
2024-02-15,-0.000403909181087491,1.1560770572468195,-0.056905778540305714,-0.5377749566043095,0.43125485741617464,0.09124863044356281,-0.03460051152573679
2024-02-16,-0.0004575076650382726,1.1641029752473178,-0.056709055036940334,-0.5360207710486933,0.44332260699649295,0.1103809039242781,-0.02491745498136655
2024-02-20,-0.0004750009914091708,1.1678092269407196,-0.06655365371790488,-0.5382188020197525,0.43890505753004094,0.10835973946793112,-0.03524755654881842
2024-02-21,-0.0004459140658395742,1.1690708704298256,-0.05976573905265007,-0.5455542353028058,0.44495230126908447,0.11961109734731624,-0.03330374133296393
2024-02-22,-0.00047824837580355436,1.1414041321408666,-0.04677395280313966,-0.5451685631489566,0.43609024983346045,0.13291668303368023,-0.05236992019603392
2024-02-23,-0.0005311708192810701,1.144706320572727,-0.0543564121536003,-0.5426237363700268,0.43239294061906597,0.13937088270248643,-0.05258515839492636
2024-02-26,-0.0005237751804645853,1.145098161558731,-0.0530306927295043,-0.5428838635575073,0.43505581308615726,0.13651859378321168,-0.05223004934319333
2024-02-27,-0.0004886569642657614,1.1482390774314175,-0.04827802866683878,-0.5550939076338738,0.42954311353837266,0.15764083880338542,-0.054843164200548716
2024-02-28,-0.0005205064671663716,1.1469543734855459,-0.04330036645102063,-0.554587476729959,0.4318185374898212,0.15244394622837462,-0.05228874587438444
2024-02-29,-0.0005278003023388592,1.1479621434337777,-0.04056284421967971,-0.564634113446209,0.4332450192191972,0.16442895298665955,-0.05460410571320626
2024-03-01,-0.0005527585336166982,1.1382876296318645,-0.03996529656597504,-0.5532446417516894,0.43318515580240285,0.1605681863622126,-0.05261280503297257
2024-03-04,-0.0006193953895224704,1.1449277314475834,-0.019024981999445773,-0.5776251513948645,0.46265128600632843,0.16269051603175472,-0.056543435794583985
2024-03-05,-0.000734673549751493,1.1388242955545014,-0.01162801264036005,-0.5788188199156228,0.4432968803569264,0.17189405583882922,-0.03393258850566805
2024-03-06,-0.000826780090682791,1.135802414156987,0.028953636015970313,-0.6031829677686648,0.4760159565739753,0.1718998093973837,-0.03482607781563282
2024-03-07,-0.0008543814578489771,1.129710796456068,0.03547850160355902,-0.6107706299144963,0.47032067163470226,0.1884667584357361,-0.032525450455508045
2024-03-08,-0.0007575916955124239,1.1170511672705903,0.03328494142966386,-0.6012866017668805,0.4457267728122629,0.20162759680151932,-0.03601625169487286
2024-03-11,-0.0006941534845330459,1.1231877933485244,0.020051934230432035,-0.6105848367245816,0.45756786395051763,0.23088523655413587,-0.05419216858445141
2024-03-12,-0.0007382156432109038,1.1150345288419072,0.027353842327882287,-0.6141659174582976,0.4508297794842182,0.23161691124484107,-0.0642852009882158
2024-03-13,-0.0007941160144770442,1.1165223913902744,0.022451206860229778,-0.6014965096790399,0.45017862760288174,0.22335368981541098,-0.06184250259262282
2024-03-14,-0.0007577118661067898,1.1248830173678646,0.02067251990553773,-0.61321205932649,0.4633243613478244,0.23172438344978286,-0.06605789884017746
2024-03-15,-0.0007103305116702755,1.118580724455702,0.027166166157780988,-0.6127704803115817,0.4641986082240293,0.23083204596086834,-0.06738298032030722
2024-03-18,-0.0007106689324683845,1.1189604229306074,0.02789539272253757,-0.613144135070449,0.46512387150746004,0.22986311181013064,-0.06780301548401044
2024-03-19,-0.0006836394165755215,1.1200582668752086,0.03393217595733302,-0.6231489690423668,0.47454376649154506,0.23484898562983403,-0.06869023048566993
2024-03-20,-0.0006750221273878802,1.1115356552386502,0.04410264751254763,-0.6143819570288722,0.46970286301842185,0.20380200582695296,-0.06883988127302611
2024-03-21,-0.0008167837655568889,1.105073054401326,0.040977624100534016,-0.6768380679588664,0.4757870197792178,0.23270646450541782,-0.10361088741201373
2024-03-22,-0.0008177564356242795,1.1081689437062126,0.03628850559373048,-0.6732645209901957,0.47182376039016255,0.22793094922768772,-0.10459911936294601
2024-03-25,-0.0007920246675791503,1.1059464179313134,0.037364841205764894,-0.6785046847116496,0.47558274464761435,0.21939021460694663,-0.11001318209121311
2024-03-26,-0.0008262575705384709,1.1021111525506377,0.03794482876962458,-0.6821658910329644,0.4763931649783713,0.20964996471089206,-0.11446035401187754
2024-03-27,-0.0007328637613048211,1.1170473282399151,0.04353126691389203,-0.6769984675810579,0.4760890530294586,0.24128735599462928,-0.11321902735900095
2024-03-28,-0.0007799394216760384,1.1174987646326568,0.042554503790031326,-0.6827699408881169,0.4773513578184872,0.23994179212620567,-0.11534033218103806
2024-04-01,-0.0008240072871982199,1.1145684044017332,0.054709734296617685,-0.683149755025855,0.484784659996675,0.24740247844822572,-0.10637556983471821
2024-04-02,-0.0008129092698725351,1.113229473875493,0.05225275964340298,-0.6815720357033435,0.4834934811912593,0.2468530852576917,-0.10667925288678873
2024-04-03,-0.0007853257269116938,1.1146844006382328,0.05634916980583883,-0.6853405400420737,0.4859825547168231,0.24170063836925434,-0.10773038275673652
2024-04-04,-0.0007703197793186309,1.09670011183313,0.060683332606766706,-0.6939644798489273,0.4853580302035272,0.2131613618261572,-0.12551329437059913
2024-04-05,-0.0007860613365068608,1.09286119277819,0.06214525689648782,-0.6970753725173282,0.4912389605502332,0.214378071595713,-0.1324690983052767
2024-04-08,-0.0008033629853909542,1.0951148595345308,0.05769393387174075,-0.6919543032430455,0.4902311715197033,0.21979648753240416,-0.1283743821702816
2024-04-09,-0.0007906066198834705,1.0954629863549905,0.05826811577538849,-0.6965651215700079,0.4923832540983194,0.22114615091587234,-0.1325427084233587
2024-04-10,-0.0007522492013328292,1.0956329044096116,0.08005629690772699,-0.6909056387235648,0.49857796216586703,0.21582949496162948,-0.11879924739584326
2024-04-11,-0.0006200316149339148,1.1039931702859014,0.11516885421627909,-0.7024581940303166,0.5215874428876974,0.1996924136218048,-0.08757034222497928
2024-04-12,-0.0005320543280138476,1.0669240575417689,0.1274136131703738,-0.6982121607498118,0.540229836245371,0.14293081611237926,-0.09806502446960502
2024-04-15,-0.0006124703596704869,1.0620882796630844,0.1216387955975419,-0.667280869773645,0.5160214088717288,0.15172962567168613,-0.07040346087228277
2024-04-16,-0.0006953880158417252,1.0680805170178187,0.11086092419893775,-0.6481228673727699,0.5107385330903971,0.15423225576489838,-0.07265872498894614
2024-04-17,-0.0006876979007984906,1.0682811902845515,0.10625271242567065,-0.6462026248486852,0.5098651720473992,0.1596011789597579,-0.07436790862049897
2024-04-18,-0.0007047890354488372,1.0659393785016225,0.10487771266452148,-0.6431090891019654,0.5097712047529923,0.15000706793334195,-0.0803517474434095
2024-04-19,-0.0007207999408672442,1.0657891853714672,0.1037689553496029,-0.6431709598166061,0.5094380291380469,0.15868795380985537,-0.08289764785032547
2024-04-22,-0.0006948540772197787,1.0667679381990272,0.10873105655927132,-0.6440946438962089,0.513709396017942,0.16926064360403212,-0.07449655046339938
2024-04-23,-0.0006441471252360818,1.0644426599261254,0.10795979659345192,-0.6699355736326211,0.5102066294035417,0.17524580387415348,-0.09325081888332527
2024-04-24,-0.0006026874875640216,1.0644827884088712,0.1017065024978764,-0.6698132519310196,0.5127999549304723,0.16836347552209985,-0.10408353190509212
2024-04-25,-0.0006196344762162478,1.0674567825109174,0.10521775872988706,-0.6767132820059467,0.5218120949746056,0.14062532768506425,-0.1193170580787207
2024-04-26,-0.0006981929275691909,1.054195014273023,0.08157761680467136,-0.6462778612445474,0.49981216475739443,0.12609495945087343,-0.12961790040498272
2024-04-29,-0.0006475113043730443,1.0454543892261845,0.10107594796691913,-0.6756698823010191,0.5175359599712185,0.12081809607285002,-0.14455142795905113
2024-04-30,-0.0006487738400717943,1.0457614471128458,0.1012016701451122,-0.6755695700879828,0.5179576460216786,0.12057715808235794,-0.14446921783039213
2024-05-01,-0.0006276422512776839,1.043363503161432,0.10336208041154031,-0.6754358198908705,0.5102658605444341,0.12302016001637975,-0.14052685925021163
2024-05-02,-0.0005688707602842841,1.04105392901006,0.12127556144694251,-0.6828224044616689,0.5240796130320013,0.10286846615953513,-0.1365594197133574
2024-05-03,-0.00041368945303717913,1.0733284730527446,0.13339209386419845,-0.7216245650577915,0.5857893849592457,0.06788663215344923,-0.1756101545308854
2024-05-06,-0.0004408385691825132,1.065094138728648,0.13454491266701354,-0.744153412299815,0.5940033412018255,0.08627162920862655,-0.191884845929233
2024-05-07,-0.0005034218227614819,1.0314810593990011,0.14170370230357301,-0.7517002220058049,0.5582536472041083,0.14587229727488463,-0.14819185797122458
2024-05-08,-0.0004948609730789088,1.0329462590861322,0.141217617630493,-0.7502594532985944,0.5636353228852434,0.14873494096965606,-0.14817820714145474
2024-05-09,-0.00046609629468323646,1.0333067202056228,0.14315181953098666,-0.7497006757346623,0.5645558562359876,0.14659688997908066,-0.14900325237270517
2024-05-10,-0.0004884249735576236,1.0290696751230182,0.15225076939184604,-0.7562198634249635,0.5627780406275187,0.139620696904172,-0.15000850552828032
2024-05-13,-0.0004219210829535042,1.0327536014130148,0.15840321280098688,-0.7824191810022783,0.582287747011091,0.15183030757653126,-0.1681354261478974
2024-05-14,-0.0004100502184089637,1.0334300708409323,0.15878179625036423,-0.7821353885159475,0.5832474371638017,0.15634988735665592,-0.16618398831667075
2024-05-15,-0.0003767807875909733,1.034088012863021,0.15737751985444112,-0.7786068436436757,0.5738916550115709,0.14374488023585844,-0.16767605022956372
2024-05-16,-0.00037697666538874216,1.0352528372689451,0.15520769294455933,-0.7785036069082691,0.5717029738291478,0.1455228482139329,-0.16961000185707
2024-05-17,-0.00035763654341548984,1.0362297819228559,0.15085251811287187,-0.7692420059388426,0.5660389554559905,0.1380817279983369,-0.17034325855410795
2024-05-20,-0.0003647682004756558,1.036685760323686,0.14902274868149248,-0.7669550418501421,0.5640662605148488,0.1409136065155067,-0.16943311459995683
2024-05-21,-0.00035635048541225907,1.0370182301360966,0.1473755888093338,-0.7628163504799464,0.5665830516366093,0.1326510252897517,-0.1710719153947866
2024-05-22,-0.0003555055067844553,1.0306104650090564,0.1524654154990046,-0.7636434083572373,0.5619264244026309,0.10114220372925711,-0.1827354549500962
2024-05-23,-0.0004334471224352425,1.0503500632508684,0.12541032071591834,-0.7584668746714996,0.5256739901945744,0.12506318131168156,-0.20430316907687304
2024-05-24,-0.00044914327909171723,1.0619407512210572,0.12745478866742938,-0.7615692664112494,0.54027144154366,0.11677891095687756,-0.21452210103924022
2024-05-28,-0.0004346413375325969,1.070452233329581,0.13766840306306366,-0.7743205616153248,0.5846460600434582,0.10520908044579563,-0.21456912338592013
2024-05-29,-0.00040047102496064435,1.0742337596851836,0.13771819036667104,-0.7873152409712939,0.5913167403921619,0.1014789548456386,-0.2249409906905347
2024-05-30,-0.0003640331426142719,1.0833468550348013,0.15689350908141925,-0.7917335149592721,0.6121214592484113,0.18658239042085692,-0.19426421248705433
2024-05-31,-0.0004065474991210104,1.07891004902609,0.15918925030967407,-0.7834482673063392,0.6121306745514459,0.16625125957664522,-0.19326303110362616
2024-06-03,-0.00041193608208291735,1.0753284699839674,0.160299884045829,-0.786630249983782,0.6135719460017732,0.16605066467032623,-0.1948163467471165
2024-06-04,-0.0003856367533387657,1.0905009412862126,0.1660404093508602,-0.7845747271719054,0.6297327251161919,0.1845733612898839,-0.19492245765618524
2024-06-05,-0.000389357870707416,1.0869554291423014,0.15943461437159634,-0.7827241438033699,0.6244173573817399,0.18312413386321272,-0.19940509069522486
2024-06-06,-0.0004098082266332942,1.0864714246471734,0.16672274158658787,-0.781982504658889,0.6279763769442512,0.18419406380769535,-0.19420174130443152
2024-06-07,-0.0003591918379343771,1.0903068023257148,0.15015317444464266,-0.7775533805442504,0.6240395128332183,0.19795857023684985,-0.19449470684795858
2024-06-10,-0.00044763201165858263,1.093844809426043,0.15063608568264303,-0.7811775774650846,0.6390469701793758,0.21587505915669775,-0.20385414688039324
2024-06-11,-0.00017279783300557785,1.1130124740213627,0.19145104363562757,-0.929733924776933,0.7317712628542332,0.22943836061152467,-0.273917835563189
2024-06-12,-8.983186931609639e-05,1.1219434849631076,0.2135654823489448,-0.9373685120799151,0.7509340399990417,0.21831851119856166,-0.2663452673790637
2024-06-13,-6.859485704218055e-05,1.117583880715669,0.21311257518523868,-0.9332781039760776,0.7363183371407568,0.18011391648031885,-0.28321867063563005
2024-06-14,-9.01253689758845e-05,1.114636932220108,0.22749013666322693,-0.9331478283081489,0.7469715570856529,0.17053310327111507,-0.2784869049612313
2024-06-17,-5.2021821707543366e-05,1.1324550337660093,0.22115246921976647,-0.9332779336869192,0.7651330066069937,0.18961016456403817,-0.28203413245176107
2024-06-18,-6.630402458522697e-05,1.1315262858257271,0.22278471391884797,-0.9446236353084023,0.7675625086382423,0.18702246665512107,-0.293449800612425
2024-06-20,-0.00013495899078580802,1.1361638667684244,0.2377288804802989,-0.9499448430336296,0.792872644608297,0.1875407030662516,-0.2853235837789795
2024-06-21,-0.00020785954309469342,1.139022588473399,0.2342888962956714,-0.9329045234716296,0.8015860641583324,0.1774232137224626,-0.276921836556628
2024-06-24,-0.0001772542755150002,1.137955180778681,0.2355189395190737,-0.9164235661843109,0.7986435698584076,0.19614395076378144,-0.268741706998631
2024-06-25,-0.00022304877126080717,1.1452119537783712,0.23777611772772106,-0.9182927592367196,0.8014882550087064,0.20678072369273032,-0.26931356803059636
2024-06-26,-0.00018233857391473652,1.1454235652267883,0.24409501911359532,-0.9321801146706985,0.8166301197535972,0.186396900948055,-0.28426590278463354
2024-06-27,-0.00013874922168987427,1.1474546547775986,0.24967749183845622,-0.9437215862043171,0.8194670054862228,0.16907729854234543,-0.29552909598524213
2024-06-28,-0.00017856059685239707,1.1541609128429715,0.2440856191545584,-0.9444865386145562,0.8281903688612902,0.17974735304083633,-0.29810362300288623
2024-07-01,-8.113538311784181e-05,1.1672602949678212,0.2363632922376942,-0.9477764361645276,0.8487060014562946,0.19664707154936154,-0.29117883856469035
2024-07-02,-8.087251737152386e-05,1.1603583538755236,0.2346040222580678,-0.9340929366177213,0.853789944103611,0.15645274077348137,-0.3051560972632892
2024-07-03,-8.887937557085947e-05,1.1532746110114906,0.2328786590600852,-0.9173571540847407,0.850468936377579,0.12439302253322539,-0.31173356235525346
2024-07-05,-5.8889718630968655e-05,1.1518343931542692,0.22934960805729782,-0.9301658659290831,0.8467851014394989,0.09632251996713179,-0.3295266428552718
2024-07-08,-5.4478457582982683e-05,1.1559799433133464,0.22995535440848575,-0.9286102599313406,0.8413460027162409,0.10814102693186199,-0.3246920043338231
2024-07-09,-1.935555911189061e-05,1.1654295430978108,0.2042718319652834,-0.9127441610457744,0.8136112631503191,0.1571498805291754,-0.3072193012559435
2024-07-10,5.8106062568922796e-05,1.1784580783019931,0.2080575312582626,-0.9105615913586005,0.8061537787706253,0.20334658017531984,-0.285647570381655
2024-07-11,6.956842320345166e-05,1.1964859401026957,0.18834025922576533,-0.9135108973110799,0.8058273037486852,0.22891544778956038,-0.29270595538094585
2024-07-12,5.6569426033431644e-05,1.1969207358781926,0.19050689272487997,-0.9248152088144148,0.8114738406105448,0.24254253949024912,-0.29439459933373074
2024-07-15,0.00014126337093045826,1.1888743913480082,0.20978543691657148,-0.9007603834555357,0.8048557430509949,0.2072272638209316,-0.2748640626894196
2024-07-16,0.0001817290919385332,1.185874046847231,0.21675130039950963,-0.9223672984022518,0.8172917529428998,0.20301121024008112,-0.279400567071205
2024-07-17,0.0001291700347987972,1.1818218602436437,0.20419256920328147,-0.9115063766601217,0.820726001951799,0.1781954952428338,-0.2976630892428687
2024-07-18,9.441506647821961e-05,1.1883694715336222,0.20651010011429333,-0.9037387863384087,0.8174268587652624,0.13276912357854015,-0.31598191449374224
2024-07-19,0.00010880222422168676,1.172739341614384,0.2182280152690022,-0.9100453378438818,0.8104491255633336,0.12304879329879374,-0.30108327384351863
2024-07-22,2.1383941137571557e-05,1.1509312722354879,0.20603447013444287,-0.8836824150749063,0.8008156837830005,0.0382549210987859,-0.32211933453822417
2024-07-23,0.00010292716760934399,1.1457288271899393,0.21296121836921272,-0.8931547588074424,0.7964687364538001,0.03635777549698216,-0.32379239581243213
2024-07-24,0.00014401047670640384,1.1222488091817093,0.20723140085941047,-0.8609532441178243,0.7813378225048901,0.003993144274914508,-0.3201095800861809
2024-07-25,0.00014717099296157013,1.1242227749701734,0.20702233698920544,-0.8637330587734021,0.7844479680022791,0.008843465901507468,-0.3139143854424087
2024-07-26,5.1486406946251654e-05,1.1088833076443159,0.2005929521898353,-0.8551620278937464,0.771748010692112,-0.01993103979329751,-0.3095457927666631
2024-07-29,1.0688359723669434e-06,1.1091293799754072,0.2063372729188841,-0.8540260234922268,0.7650283660927306,-0.018662912189524747,-0.30517450993858
2024-07-30,7.935620271860632e-06,1.096925386861343,0.20856239763850123,-0.8366676355542649,0.7738579352669644,-0.08281639615659947,-0.3224959388459276
2024-07-31,-6.823140965739796e-05,1.077286170092759,0.20590879182456953,-0.8136650420479304,0.7615316295445598,-0.15658376521120432,-0.3345446893743329
2024-08-01,-0.00011513700968200337,1.0917235927757403,0.20433979166083183,-0.8055510733047482,0.7506326266873284,-0.12055578119858987,-0.3225848697533634
2024-08-02,-2.9078773463609304e-05,1.0791989819896834,0.2043569843959409,-0.8418144791024966,0.774848287630328,-0.09909915672305451,-0.34829847146641957
2024-08-05,-7.475542725604302e-05,1.1147404219679014,0.20378043769429371,-0.8424514921713095,0.7990162105664135,-0.08227938022773143,-0.350838506559615
2024-08-06,-3.6279543625285205e-05,1.081515149424756,0.17439976655592498,-0.7818112323217287,0.7549006298380092,-0.2376574136114593,-0.39517561658563927
2024-08-07,8.118086521631296e-05,1.0917349272487475,0.1383868254368304,-0.7210064455023728,0.7692753405246759,-0.2972410929075228,-0.40267848235485726
2024-08-08,1.548768658242417e-05,1.083750218513226,0.13302256320545405,-0.7153857874100658,0.7622971440924962,-0.3135155430980186,-0.41036162622145145
2024-08-09,9.237964258967203e-05,1.0826745722478748,0.13944435146764522,-0.7190713921855807,0.7807779247918286,-0.3063562866357953,-0.4015275467476839
2024-08-12,0.00016549830301835447,1.0827171348793456,0.13586766552844,-0.7273408476605907,0.7777144908123153,-0.2832916185474874,-0.3951415730211274
2024-08-13,0.0001337809263130941,1.0809424003423875,0.13741573310024943,-0.728119855932682,0.7809954478839433,-0.2941703505027825,-0.3962496174861558
2024-08-14,0.00014660677091979856,1.0829483820099663,0.13133160705923674,-0.7211227597981393,0.7768911911948108,-0.2849930222827782,-0.392166577959961
2024-08-15,0.00013218501168865446,1.07133019415784,0.12944938940264428,-0.7145286292659271,0.7736604820008677,-0.29554548144792847,-0.3882524865992216
2024-08-16,0.00017880664394023885,1.0737044419550095,0.12067945831653276,-0.6971324971925908,0.7610104917989846,-0.278042450327969,-0.3788566474204143
2024-08-19,0.000207579204706975,1.0701041420601314,0.12120657644085212,-0.6987461026137755,0.7753312752407158,-0.28649623886965947,-0.38962777425476375
2024-08-20,0.00019312662883268873,1.07091324203211,0.12027127717898153,-0.6961257637260849,0.7733521510594698,-0.2825489388413353,-0.3880232196390992
2024-08-21,0.00017342137553755124,1.0735182045503824,0.10865221053117695,-0.685542334493495,0.7708673188607884,-0.2988996709230475,-0.3928421691166656
2024-08-22,0.00016281400937533927,1.0742504535730548,0.0999528627174816,-0.656259755896035,0.770910007440867,-0.3037321825436106,-0.3855077825894488
2024-08-23,0.00014002744001152367,1.0693341784506338,0.11594802906366027,-0.6633882051843077,0.7876507437140459,-0.28940751002796505,-0.3833625314970046
2024-08-26,0.00020504627038202928,1.0588751989599072,0.12205840217013103,-0.6620668555942962,0.7966446335559894,-0.28207191681861277,-0.37991780735167935
2024-08-27,0.0002109961075135221,1.058840987204783,0.12005735938614318,-0.6578436220817464,0.7971959854954476,-0.2758988929238055,-0.3754732618701914
2024-08-28,0.0002139440094757568,1.0561521196948451,0.11931031342310283,-0.6526283579978197,0.7961817256806518,-0.27863531718923656,-0.3730083320993041
2024-08-29,0.00023670480090946328,1.050186397561974,0.12385180801052326,-0.6532390525255068,0.7950251577778513,-0.31045049663854557,-0.38235939074057096
2024-08-30,0.00014341036515981174,1.0438482316543474,0.13101951650262478,-0.6553019041344084,0.8122328123184538,-0.31519681282231604,-0.38781970241043734
2024-09-03,0.00011729470546695926,1.0490423153160757,0.13523557254799798,-0.6644714257904193,0.8159827950698789,-0.3012969050839943,-0.38615392663789955
2024-09-04,4.024325416161778e-05,1.0536130238577774,0.1250764877282472,-0.6590414828135146,0.8149883762666199,-0.29566597947653195,-0.3884147348805257
2024-09-05,6.075061144425269e-05,1.0517129701596009,0.13028936507706199,-0.6656412368418297,0.8178115226514646,-0.29251516368192243,-0.3887130999316527
2024-09-06,0.0002100171818030546,1.0178087319051714,0.14139014759012378,-0.6660000751220242,0.7892946695121044,-0.2810004239635696,-0.36178946967696785
2024-09-09,0.000291926682003789,1.011364259870756,0.12488791206845629,-0.6548470244550474,0.7662498888437914,-0.282703277262047,-0.3615981299495911
2024-09-10,0.0002239672929009098,1.0078815574447855,0.1264713971833612,-0.6421605636551647,0.763410581865309,-0.27950316597428243,-0.35232131322994376
2024-09-11,0.00021914407245157943,1.0075509619554677,0.12371290706401757,-0.6375904701109987,0.759711595886424,-0.28891931244571756,-0.3556018515098781
2024-09-12,0.00020578679555898423,1.0022522899099158,0.10579456870252527,-0.615985361397699,0.7374254136632796,-0.2933137892956368,-0.3601604733751463
2024-09-13,0.00022831481706346598,1.0059620389,0.08008108779357526,-0.6053363665131132,0.727244008252379,-0.3114535274080012,-0.3708696256399863
2024-09-16,0.0001403465151336827,0.998472748993914,0.0909629673631637,-0.6381404018936967,0.7234793204235028,-0.2758124216566638,-0.36657619406858305
2024-09-17,8.211698766129566e-05,1.0083101134396575,0.0899370711782542,-0.6371713333590555,0.7324864187894295,-0.28227616535419464,-0.36665120648126315
2024-09-18,8.981050995623572e-05,1.0057373089069648,0.1013768911436042,-0.6457432232079343,0.7400110316973298,-0.31625383692170944,-0.3882775969695808
2024-09-19,0.00012476597424347958,1.0269951567421618,0.10134107569441325,-0.6416889473384111,0.7412439713306931,-0.31424257754813867,-0.38306776071328
2024-09-20,0.00016089107749399766,1.0221255047731779,0.10376474995590805,-0.6418477672191354,0.7452634675744862,-0.3006715291056649,-0.38241629788514997
2024-09-23,6.991536941119015e-05,1.0207390575394386,0.10899528175024867,-0.6370334583435753,0.7295940111235367,-0.2906128295196328,-0.36666182379697554
2024-09-24,5.929147828583322e-05,1.0229866069516838,0.1056093234902777,-0.63553927494236,0.7267650491533071,-0.28645854156083905,-0.36875576537507243
2024-09-25,5.533757045364399e-05,1.0232446648949112,0.10580099080430881,-0.6354235159518435,0.7270769147492875,-0.28706836551405146,-0.3692848873034595
2024-09-26,0.00012652813480793016,1.0106162722407508,0.11130183337177162,-0.6405240830310647,0.714570024036113,-0.28150353066472056,-0.3640651708810612
2024-09-27,0.00015220459279037025,1.005728888226693,0.1244485976758154,-0.6395210708532801,0.7209016241422441,-0.2779883278173397,-0.3472322665022986
2024-09-30,0.0002477480088038103,1.013015793518528,0.13442599499002156,-0.6353213227481808,0.7481011363326722,-0.26748838088276117,-0.3344403745427141
2024-10-01,0.00010624790782330336,1.0225347050923212,0.13704048624510196,-0.622283797150675,0.722178481310169,-0.2188308695912212,-0.30295878387360003
2024-10-02,0.00010732864025418632,1.021118162394881,0.13113326014598875,-0.6128558694641584,0.7004268663537342,-0.20760797053471153,-0.30031863867000885
2024-10-03,9.045419137646053e-05,1.023649186081077,0.1305501508546825,-0.6109838246235967,0.6993029543461655,-0.20870643071269762,-0.29951901657326047
2024-10-04,7.84284068378243e-05,1.0223099650271217,0.13256889771087532,-0.6130044340333662,0.7033929503963735,-0.20712899933048876,-0.30042487876097634
2024-10-07,-1.4683578488151406e-05,1.0334395695566994,0.13250329485794426,-0.6163679461999334,0.7172017332441238,-0.21950181137140504,-0.3071919563840501
2024-10-08,1.5044989738360035e-05,1.033786550181926,0.13234839359261702,-0.6212164537870901,0.7131117092282195,-0.2032850545292292,-0.2975398185452139
2024-10-09,5.4094495519772324e-05,1.0425333704220399,0.12555266318411107,-0.6150596774249761,0.7181408476974669,-0.21007799144558392,-0.3020523163143371
2024-10-10,7.36130361926043e-05,1.0458261076937547,0.12223312044785195,-0.61065189693079,0.7153719419429372,-0.20962239105741995,-0.30437332194622024
2024-10-11,5.674670613846583e-05,1.0440399664716662,0.12337702573977691,-0.6163263304187747,0.7139560003144867,-0.2093281647657332,-0.30799525922452786
2024-10-14,6.444957901401952e-05,1.0470610711240105,0.12806445417022783,-0.6200960735387379,0.7046285339766435,-0.19183743298319872,-0.3005101218132041
2024-10-15,0.0001884240020934524,1.0234151348374585,0.14760048467293796,-0.6162688507488344,0.6935608921837462,-0.21075877997113138,-0.2873704361117358
2024-10-16,0.00020475107421192098,1.0315893965407694,0.14258924129699377,-0.623398123918993,0.6930543007034545,-0.22722059995424215,-0.3022750223101383
2024-10-17,0.0002383305290395095,1.0312729617817828,0.14728975540812833,-0.6223084940285325,0.6966814432425155,-0.22367994648907646,-0.30192414789894545
2024-10-18,0.0002592203342090997,1.0342554704121447,0.13978273116795165,-0.6248365183986878,0.6812626899079622,-0.22529699461417602,-0.30701437079682997
2024-10-21,0.0002598154762845126,1.0366565240126606,0.13643637461848457,-0.6293193276883748,0.6798146126158875,-0.2155224410177159,-0.30667373007615545
2024-10-22,0.00027167236775061656,1.0344019327262415,0.13786527725607245,-0.6297142687160306,0.6802698842930267,-0.2140092722817179,-0.30497963779855053
2024-10-23,0.00024223413401668168,1.0381126096876132,0.14050535137743697,-0.6398195827250021,0.6826914738724468,-0.21108895600586153,-0.3063024963281245
2024-10-24,0.00021590744325852439,1.0376291465567604,0.13883818114817167,-0.6364694106964877,0.6801311913754953,-0.20571677508672487,-0.303661846020983
2024-10-25,0.00022943643412761294,1.0352825469676263,0.14298818403784447,-0.6352931196594872,0.6930671470401983,-0.20207083004185658,-0.3027381264283631
